"2011-01-05T01:52:47Z"	"http://www.estyn.gov.uk/inspection_reports/cy_Cylch_Meithrin_Bodwrog_October_2007.pdf"	"Draft"	"Draft Arolygu darpariaeth addysgol ar gyfer plant cyn oed ysgol gorfodol Adroddiad meithrin ar Cylch Meithrin Bodwrog Arolygydd Addysg Feithrin Cofrestredig: Martin Cray Dyddiad yr arolygiad: 2 - 3 Hy"	"384:w380C91YK5emzuJyeFiAAY5yA0lRkgZ0xqOnkoLFHpg:w3c92K5ema9FFAYd2kTkIFJg"	"fb8fec8f102e6fe581b68d62b9085ad9"
"2011-09-18T10:15:07Z"	"http://welshlabour.org.uk/?296a5678-c403-3df4-e901-40372d248d6f=6&296a5678-c403-3df4-e901-40372d248d6f=5&296a5678-c403-3df4-e901-40372d248d6f=2&296a5678-c403-3df4-e901-40372d248d6f=3&f5c1369c-3fd0-f4e4-71db-2f2e44b29ee9=1"	"Welsh Labour | The Welsh Labour Party"	"Welsh Labour | The Welsh Labour Party X X Home Hafan Campaigns Ymgyrchoedd News Newyddion Donate Rhoi Volunteer Gwirfoddoli People Pobl Policy Polisi Carwyn Jones Donate Back on Track Join Labour Toda"	"96:oYWoZfSbn09sieGiva+zyTkDogtY8Qd7vXv46q9dKp4nA0VDHWVGIGVMEWtmWact:oY5Zf2lzeepMdvaS4A0VDHWWVgmWacK"	"426abe3ce22a742ff765f7e8e13b5df2"
"2011-11-22T16:02:05Z"	"http://www.ukbms.org/SpeciesbySites.aspx?speciesId=120&siteId=2244&year=1995"	"UKBMS - Species list (by taxonomic family)"	"UKBMS - Species list (by taxonomic family) Small Skipper at Powerstock Bridleway Indices for Powerstock Bridleway compared with the national indices This chart shows national fluctuations in abundance"	"12:qXPW8W8V3aJwqG0J8ab91SCKSD7uqbUMpLh:YPT93KGPW91SclbU+"	"1ee78fb9636a260ad4b3d7c282035e14"
"2011-02-13T14:29:01Z"	"http://www.lydmouth.co.uk/page3/page5/page36/page36.html"	"Andrew Taylor"	"Andrew Taylor ANDREW TAYLOR: Crime and Historical Novelist 'Books are not luxuries. They are meat and drink for the mind.' Home Books Historical Novels Psychological Thrillers Lydmouth Series Roth Tri"	"48:lSXxJgBsYotG8O1rgPqQx/31ziLpJLjLX67:MXxJgBsYZOPV/FWNN/K7"	"641b43388602491ccaf6ba18405d8cb1"
"2011-07-08T16:34:10Z"	"http://www.london.gov.uk/taxonomy/term/44/contact-us/mayoral-team/jobs/mayoral-team/availability?page=110"	"Greater London Authority"	"Greater London Authority Skip to main contentSkip to accessibility Jobs Procurement FAQs Contact us Information for: Media Register Login Home This Week City Hall Blog Mayoral decisions Latest publica"	"24:HBX+AgUXpje8g5ZvC6KFpJ+fOUsAgUXpje8g5ZvC6KFpJ3mPL:B+8pje8qC6kmf9s8pje8qC6km"	"8573630e236d0a5e249017b6b338f2d3"
"2011-07-13T13:29:22Z"	"https://www.wlv.ac.uk/default.aspx?page=25643"	"2010"	"2010 Skip to page content Skip to main navigation Skip to sub navigation Site map Contacts Advanced search Search Search Home About us Study here Research International Alumni Business services Work h"	"24:Nq7LLgXNmCkumQPTtssi5v7AxxIUTmQPFmYDkRzL9IKxxxf:NoLgXjku7PTtshcxxlT7PF5ARntxxxf"	"616772cdb29db6e9de999c3a2febcc47"
"2011-02-11T12:34:34Z"	"http://www.liverpoolmuseums.org.uk/wml/humanworld/ancientworld/egyptian/collection/servant_girl.aspx"	"Liverpool museums - Egyptian servant girl model"	"Liverpool museums - Egyptian servant girl model Skip navigation Discover treasures from around the world, explore outer space and meet live creatures! Accessibility Site Map Text Only Follow us online"	"48:K3xpbWBziihV023AmbazTV5ctXYL0tDHwpYT+CGFJ3GiEiQzY8cUyoTuM7PJK0lz:K3xpbW1iihV0PmbeTVC42CCGFJ3bPQzF"	"d586f86ba4b6453e62d9d278a41da81b"
"2011-12-14T00:11:14Z"	"http://www.fsa.gov.uk/pubs/hb-releases/rel112/rel112_Glossary.pdf"	"Handbook release 112 - Glossary"	"Handbook release 112 - GlossaryGlossary of definitions [Please discard this page]Definitions C one of the following: CCR internal model method (a) the method of calculating the amount of an exposure s"	"3072:0jB0x9h//lyqcoiA5n/YDol9BO3cyX2KBU:0jy9hX87oiA5/YDoc3U"	"81081cbd375c93f0b45637e69c515eb4"
"2011-01-18T05:40:07Z"	"http://www.vads.ac.uk/large.php?uid=67563&sos=20"	"Core Record HC - VADS: the online resource for visual arts"	"Core Record HC - VADS: the online resource for visual arts Collections    Resources    Services    News Image search  Boolean more search options     lightbox Full Catalogue Record  |  Search Results "	"24:dMj1X42ZCbbxGXjJxB59z7/CRv3JyS1m6nMQAnQTpF9Hkv:dMhI28bbsTJxf9ux3J06VAU98"	"795ebe90f189638b98c32f7c6e1bf8fb"
"2011-11-22T03:05:12Z"	"http://www.puffin.co.uk/nf/Search/QuickSearchProc/1,,,00.html?strSearch=&advSearchStr=&adv=0&textSearch=&homeNav=Y&travel=&searchProfile=UK-618838-global&path=c618838%2D00000000%23%23%2D1%23%23%2D1%7E%7Ef25%7C%7C50617065726261636b%7E%7Ef6%7C%7C50756666696e20436c6173736963%7E%7Enc618838%2D1347A%23%232%23%232"	"Characters - Puffin Classic - Paperback - Search results - Puffin Books"	"Characters - Puffin Classic - Paperback - Search results - Puffin Books Most searched for terms » Artemis Fowl Search Free Puffin Newsletter Free Puffin Newsletter    » Home» Paperback» Puffin Classic"	"24:yKTv5m5ZRyjyb1Yn1k0A7n/eeU2H/FXSJwNitzXlRDhvfXOXraQRpbjxj:yzs1klGYfFC+itjlvX4/pbjxj"	"None"
